uri,label_de,label_es
https://d-nb.info/gnd/4580384-5,Half-Life,Half-Life
https://d-nb.info/gnd/1036673170,Halfe,Halfe
https://d-nb.info/gnd/7541657-8,Halichondrida,Halichondrida
https://d-nb.info/gnd/4575855-4,Halicryptus spinulosus,Halicryptus spinulosus
https://d-nb.info/gnd/4806725-8,Halicystis ovalis,Halicystis ovalis
https://d-nb.info/gnd/7721180-7,Halicz-Karaimisch,Halicz-karaimés
https://d-nb.info/gnd/1081293985,Halifax <Druckschrift>,Halifax
https://d-nb.info/gnd/4724761-7,Halifax <Flugzeug>,Halifax
https://d-nb.info/gnd/4567465-6,Haline Sprungschicht,capa de salto halina
https://d-nb.info/gnd/4642817-3,Haliotis rufescens,Haliotis rufescens
https://d-nb.info/gnd/114898089X,haliskomai,haliskomai
https://d-nb.info/gnd/4254521-3,Halkevi,Halkevi
https://d-nb.info/gnd/4213939-9,Halkomelem,halkomelem
https://d-nb.info/gnd/1068840633,Hall <Ortsname>,sala
https://d-nb.info/gnd/7592749-4,"Hall <Tirol, Motiv>",sala
https://d-nb.info/gnd/4588683-0,"Hall of Fame <Preis, Auszeichnung>",Salón de la Fama
https://d-nb.info/gnd/1177833115,Hall-Algebra,álgebra de Hall
https://d-nb.info/gnd/4158841-1,Hall-Beweglichkeit,movilidad de Hall
https://d-nb.info/gnd/4023028-4,Hall-Effekt,efecto Hall
https://d-nb.info/gnd/4023047-8,Hall-Generator,generador Hall
https://d-nb.info/gnd/134461146X,Hall-Konstante,constante de Hall
https://d-nb.info/gnd/4158855-1,Hall-Normalteiler,subgrupo normal de Hall
https://d-nb.info/gnd/4158853-8,Hall-Normalteilerkette,cadena de subgrupos normales de Hall
https://d-nb.info/gnd/4158856-3,Hall-Polynom,polinomio de Hall
https://d-nb.info/gnd/4298740-4,Hall-Sonde,sonda Hall
https://d-nb.info/gnd/1072746115,Hall-Widerstand,resistencia Hall
https://d-nb.info/gnd/4339522-3,Hallachrom,halacromo
https://d-nb.info/gnd/4023023-5,Halle,Halle
https://d-nb.info/gnd/4698613-3,Halle (Saale) / Deutsche Akademie der Naturforscher Leopoldina / Jubiläum <2002>,Halle (Saale) / Academia Alemana de Ciencias Naturales Leopoldina / aniversario
https://d-nb.info/gnd/7851698-5,Halle (Saale) / Jubiläum <1961>,Halle (Saale) / aniversario
https://d-nb.info/gnd/7574601-3,Halle (Saale) / Jubiläum <2006>,Halle (Saale) / aniversario
https://d-nb.info/gnd/4688956-5,Halle (Saale) / Universität Halle (Saale) / Jubiläum <2002>,Halle (Saale) / Universidad de Halle (Saale) / aniversario
https://d-nb.info/gnd/4262903-2,Halle (Saale) <Motiv>,Halle (Saale)
https://d-nb.info/gnd/4635200-4,"Halle (Saale) <Region, Motiv>",Halle (Saale)
https://d-nb.info/gnd/1068840390,Halle <Ortsname>,Halle
https://d-nb.info/gnd/1237114411,Halle liest 2012,Halle lee 2012
https://d-nb.info/gnd/4669841-3,Halle und das Salz der Erde,Halle y la sal de la Tierra
https://d-nb.info/gnd/1068900164,Halle-Neustadt <Motiv>,Halle-Neustadt
https://d-nb.info/gnd/4587050-0,Hallein <Motiv>,Hallein
https://d-nb.info/gnd/1068840722,Hallein <Ortsname>,Hallein
https://d-nb.info/gnd/4587056-1,"Hallein <Region, Motiv>",Hallein
https://d-nb.info/gnd/4141920-0,Halleluja,aleluya
https://d-nb.info/gnd/1353853047,Halleluja-Vertonung,musicalización del aleluya
https://d-nb.info/gnd/4023030-2,Hallenbad,piscina cubierta
https://d-nb.info/gnd/4528107-5,Hallenbad <Motiv>,piscina cubierta
https://d-nb.info/gnd/4561536-6,Hallenbau,construcción de naves
https://d-nb.info/gnd/4647456-0,Hallenberg <Motiv>,Hallenberg
https://d-nb.info/gnd/4559777-7,"Hallenberg <Region, Motiv>",Hallenberg
https://d-nb.info/gnd/4158844-7,Hallendach,cubierta de nave
https://d-nb.info/gnd/4158845-9,Halleneinfahrt,entrada de nave
https://d-nb.info/gnd/4384250-1,Hallenfreibad,piscina cubierta y al aire libre
https://d-nb.info/gnd/4158846-0,Hallenfußball,fútbol sala
https://d-nb.info/gnd/4375536-7,Hallenhaus,casa de nave
https://d-nb.info/gnd/4158847-2,Hallenhockey,hockey sala
https://d-nb.info/gnd/4137658-4,Hallenkirche,iglesia de salón
https://d-nb.info/gnd/4578214-3,Hallenleichtathletik,atletismo en pista cubierta
https://d-nb.info/gnd/4158848-4,Hallensport,deporte en pista cubierta
https://d-nb.info/gnd/4158849-6,Hallentraining,entrenamiento en pista cubierta
https://d-nb.info/gnd/4574746-5,Haller Schlier,marga de Haller
https://d-nb.info/gnd/4548682-7,Hallertau <Motiv>,Hallertau
https://d-nb.info/gnd/1031393412,Hallertauer Hopfenkönigin,reina del lúpulo de Hallertau
https://d-nb.info/gnd/4749754-3,Hallescher Pietismus,pietismo de Halle
https://d-nb.info/gnd/4194684-4,Halleyscher Komet <Motiv>,cometa Halley
https://d-nb.info/gnd/4266302-7,Hallgerät,dispositivo Hall
https://d-nb.info/gnd/4734140-3,Halligen <Motiv>,Halligen
https://d-nb.info/gnd/4158850-2,Halligfriesisch,frisón de las Halligen
https://d-nb.info/gnd/4288773-2,Hallimasch,oreja de Judas
https://d-nb.info/gnd/1335903623,Halling,halling
https://d-nb.info/gnd/4416463-4,Hallmark Art Award,Hallmark Art Award
https://d-nb.info/gnd/7646239-0,Hallo <Druckschrift>,hola
https://d-nb.info/gnd/4158852-6,Halloween,Halloween
https://d-nb.info/gnd/4570911-7,Halloween <Motiv>,Halloween
https://d-nb.info/gnd/4584744-7,Halloween LINUX IV,Halloween LINUX IV
https://d-nb.info/gnd/1235262634,Halloysit,haloisita
https://d-nb.info/gnd/4411986-0,Hallraum,sala de reverberación
https://d-nb.info/gnd/4839682-5,Hallstadt / Jubiläum <2004>,Hallstadt / aniversario
https://d-nb.info/gnd/1068840811,Hallstatt <Ortsname>,Hallstatt
https://d-nb.info/gnd/4072254-5,Hallstattkultur,Cultura de Hallstatt
https://d-nb.info/gnd/4158857-5,Hallstein-Doktrin,Doctrina Hallstein
https://d-nb.info/gnd/4772192-3,Halltank,tanque Hall
https://d-nb.info/gnd/4461316-7,Hallux rigidus,hallux rigidus
https://d-nb.info/gnd/4131922-9,Hallux valgus,hallux valgus
https://d-nb.info/gnd/4137656-0,Halluzination,Alucinaciones e ilusiones
https://d-nb.info/gnd/7551513-1,Halluzination <Motiv>,alucinación
https://d-nb.info/gnd/4134941-6,Halluzinogen,Alucinógenos
https://d-nb.info/gnd/4339747-5,Hallwiler See <Motiv>,lago Hallwil
https://d-nb.info/gnd/4143474-2,Halm,tallo
https://d-nb.info/gnd/4530677-1,Halma,Halma
https://d-nb.info/gnd/4713133-0,Halmbank,banco de tallos
https://d-nb.info/gnd/4246613-1,Halmbasisfäule,podredumbre basal del tallo
https://d-nb.info/gnd/4158858-7,Halmbruchkrankheit,mal del pie del tallo
https://d-nb.info/gnd/4158859-9,Halmfliegen,moscas del tallo
https://d-nb.info/gnd/4120420-7,Halmfrüchte,frutos de tallo
https://d-nb.info/gnd/4194018-0,Halmfuttererntemaschine,cosechadora de forraje de tallos
https://d-nb.info/gnd/4401352-8,Halmgut,material de tallos
https://d-nb.info/gnd/4209254-1,Halmtaxe,valoración de tallos
https://d-nb.info/gnd/4286977-8,Halmwespen,avispas del tallo
https://d-nb.info/gnd/4281337-2,Halmyrolyse,halmirolisis
https://d-nb.info/gnd/4158860-5,Halo <Atmosphärische Optik>,halo
https://d-nb.info/gnd/4721940-3,Halo <Computerspiel>,halo
https://d-nb.info/gnd/4203399-8,HALO <Programm>,HALO
https://d-nb.info/gnd/4158867-8,Halo-Effekt,efecto halo
https://d-nb.info/gnd/4378714-9,Halo-Fixateur-externe,fijador externo Halo
https://d-nb.info/gnd/4443080-2,Halo-Kern,núcleo halo
https://d-nb.info/gnd/4320084-9,Haloarcula marismortui,Haloarcula marismortui
https://d-nb.info/gnd/4290096-7,Haloarcula vallismortis,Haloarcula vallismortis
https://d-nb.info/gnd/4684138-6,Halobacillus halophilus,Halobacillus halophilus
https://d-nb.info/gnd/4158861-7,Halobacterium,Halobacterium
https://d-nb.info/gnd/4201495-5,Halobacterium halobium,Halobacterium halobium
https://d-nb.info/gnd/4240360-1,Halobacterium marismortui,Halobacterium marismortui
https://d-nb.info/gnd/4158862-9,Halobacterium salinarium,Halobacterium salinarium
https://d-nb.info/gnd/4158863-0,Halobakterien,halobacterias
https://d-nb.info/gnd/4278205-3,Halobetasol,halobetasol
https://d-nb.info/gnd/4158864-2,Halochinon,haloquinona
https://d-nb.info/gnd/4158865-4,Halococcus,Halococcus
https://d-nb.info/gnd/4158866-6,Halococcus morrhuae,Halococcus morrhuae
https://d-nb.info/gnd/4516964-0,Halocyamin A,halociamina A
https://d-nb.info/gnd/4516965-2,Halocyamin B,halociamina B
https://d-nb.info/gnd/4279723-8,Halocyprididae,Halocyprididae
https://d-nb.info/gnd/4228523-9,Halofantrin,halofantrina
https://d-nb.info/gnd/4316509-6,Haloferax,Haloferax
https://d-nb.info/gnd/4481736-8,Haloferax mediterranei,Haloferax mediterranei
https://d-nb.info/gnd/4386192-1,Haloferax volcanii,Haloferax volcanii
https://d-nb.info/gnd/4575658-2,Halogenacetate,Acetato de halógeno
https://d-nb.info/gnd/4288285-0,Halogenaldehyde,Aldehído halogenado
https://d-nb.info/gnd/4627286-0,Halogenalkene,Halogenoalqueno
https://d-nb.info/gnd/4642908-6,Halogenalkine,Halogenoalquino
https://d-nb.info/gnd/4507574-8,Halogenamine,Halógenoamina
https://d-nb.info/gnd/4507577-3,Halogenammoniumverbindungen,Compuestos de halógeno y amonio
https://d-nb.info/gnd/4158869-1,Halogenaromaten,Halogenoarenos
https://d-nb.info/gnd/7582222-2,Halogenasen,Halogenasas
https://d-nb.info/gnd/4307780-8,Halogenate,Halogenatos
https://d-nb.info/gnd/4458471-4,Halogenatom,Átomo de halógeno
https://d-nb.info/gnd/4158870-8,Halogenazulene,Halogenoazulenos
https://d-nb.info/gnd/4113832-6,Halogenbenzole,Halogenobencenos
https://d-nb.info/gnd/4196361-1,Halogenbrücke,Puente de halógeno
https://d-nb.info/gnd/4305225-3,Halogencarbonsäuren,Ácidos carboxílicos halogenados
https://d-nb.info/gnd/4541163-3,Halogenchalkogenate,Calcogenatos halogenados
https://d-nb.info/gnd/4158872-1,Halogencyclobutane,Halogenociclobutanos
https://d-nb.info/gnd/4158873-3,Halogencyclobutylradikal,Radical halogenociclobutilo
https://d-nb.info/gnd/4158874-5,Halogene,Halógenos
https://d-nb.info/gnd/4305229-0,Halogenessigsäurederivate,Derivados de los ácidos haloacéticos
https://d-nb.info/gnd/4305226-5,Halogenessigsäuren,Ácidos haloacéticos
https://d-nb.info/gnd/4337443-8,Halogenethane,Halogenoetanos
https://d-nb.info/gnd/4158875-7,Halogenether,Halogenoéteres
https://d-nb.info/gnd/4158876-9,Halogenethylene,Halogenoetilenos
https://d-nb.info/gnd/4328325-1,Halogenfluoride,Fluoruros de halógeno
https://d-nb.info/gnd/4158877-0,Halogenformylpyrrole,Halogenopirroles formilados
https://d-nb.info/gnd/4277087-7,Halogenglühlampe,Lámpara halógena
https://d-nb.info/gnd/4158878-2,Halogenhydroxyisochinoline,Hidroxiquinolinas halogenadas
https://d-nb.info/gnd/4158879-4,Halogenide,Haluros
https://d-nb.info/gnd/4292867-9,Halogenierung,Halogenación
https://d-nb.info/gnd/4375567-7,Halogenimide,Halogenimidas
https://d-nb.info/gnd/4403184-1,Halogenimine,Halogeniminas
https://d-nb.info/gnd/4442755-4,Halogenion,Ion halógeno
https://d-nb.info/gnd/4158882-4,Halogenketone,Halogenocetonas
https://d-nb.info/gnd/4158883-6,Halogenkohlenwasserstoffe,Hidrocarburos halogenados
https://d-nb.info/gnd/4158884-8,Halogenlaser,Láser de halógeno
https://d-nb.info/gnd/4158886-1,Halogenlicht,Luz halógena
https://d-nb.info/gnd/4158887-3,Halogenmetalldampflampe,Lámpara de vapor metálico halógeno
https://d-nb.info/gnd/4158888-5,Halogenmethane,Halogenometanos
https://d-nb.info/gnd/4158889-7,Halogenmethoxyarsine,Halogenometoxiarsones
https://d-nb.info/gnd/4158890-3,Halogenmethoxyborane,Halogenometoxiboranos
https://d-nb.info/gnd/4158891-5,Halogenmethylenierung,Halogenometilenación
https://d-nb.info/gnd/4350676-8,Halogenmethylradikal,Radical halogenometilo
https://d-nb.info/gnd/4507582-7,Halogennitrate,Nitratos de halógeno
https://d-nb.info/gnd/4626642-2,Halogennitrite,Nitritos de halógeno
https://d-nb.info/gnd/4403182-8,Halogenoaluminate,Halogenoaluminatos
https://d-nb.info/gnd/4285075-7,Halogenoantimonate,Halogenoantimonatos
https://d-nb.info/gnd/4254973-5,Halogenoargentate,Halogenoargentatos
https://d-nb.info/gnd/4375144-1,Halogenoarsenate,Arsenatos halogenados
https://d-nb.info/gnd/4403189-0,Halogenoaurate,Auratos halogenados
https://d-nb.info/gnd/4375136-2,Halogenobismutate,Bismutatos halogenados
https://d-nb.info/gnd/4253679-0,Halogenocadmate,Cadmatos halogenados
https://d-nb.info/gnd/4158892-7,Halogenocarbonylosmate,Carbonil osmatos halogenados
https://d-nb.info/gnd/4158893-9,Halogenochalkogenokohlensäuren,Ácidos halogenocalcogenocarbonados
https://d-nb.info/gnd/4158894-0,Halogenochromate,Cromatos halogenados
https://d-nb.info/gnd/4336373-8,Halogenocuprate,Cupratos halogenados
https://d-nb.info/gnd/4344951-7,Halogenogermanate,Germanatos halogenados
https://d-nb.info/gnd/4158895-2,Halogenohydroborate,Hidroboratos halogenados
https://d-nb.info/gnd/4158896-4,Halogenoindate,Indatos halogenados
https://d-nb.info/gnd/4403126-9,Halogenoiridate,Iridatos halogenados
https://d-nb.info/gnd/4158897-6,Halogenomercurate,Mercuratos halogenados
https://d-nb.info/gnd/4390414-2,Halogenometallate,Metalatos halogenados
https://d-nb.info/gnd/4768685-6,Halogenomethylammoniummercurate,Mercuratos de metilamonio halogenados
https://d-nb.info/gnd/4542818-9,Halogenomolybdate,Molibdatos halogenados
https://d-nb.info/gnd/4158898-8,Halogenopalladate,Paladatos halogenados
https://d-nb.info/gnd/4285076-9,Halogenophenylantimonate,Antimonatos de fenilo halogenados
https://d-nb.info/gnd/4375138-6,Halogenophosphate,Fosfatos halogenados
https://d-nb.info/gnd/4158900-2,Halogenoplatinate,Platinatos halogenados
https://d-nb.info/gnd/4158901-4,Halogenoplumbate,Plumbatos halogenados
https://d-nb.info/gnd/4357900-0,Halogenorganische Verbindungen,Compuestos organohalogenados
https://d-nb.info/gnd/4253678-9,Halogenorhenate,Renatos halogenados
https://d-nb.info/gnd/4253677-7,Halogenorhodanorhenate,Rodanorrenatos halogenados
https://d-nb.info/gnd/4158902-6,Halogenostannate,Estannatos halogenados
https://d-nb.info/gnd/4158903-8,Halogenothallate,Talatos halogenados
https://d-nb.info/gnd/4539284-5,Halogenotitanate,Titanatos halogenados
https://d-nb.info/gnd/4384687-7,Halogenovanadate,Vanadatos halogenados
https://d-nb.info/gnd/4403124-5,Halogenoxide,Óxidos halogenados
https://d-nb.info/gnd/4533295-2,Halogenozinkate,Zincatos halogenados
https://d-nb.info/gnd/4113833-8,Halogenphenole,Fenoles halogenados
https://d-nb.info/gnd/4403122-1,Halogenphosphane,Fosfanos halogenados
https://d-nb.info/gnd/4253676-5,Halogensilane,Silanes halogenados
https://d-nb.info/gnd/4403193-2,Halogensilanole,Silanoles halogenados
https://d-nb.info/gnd/4158909-9,Halogensilylamine,Sililaminas halogenadas
https://d-nb.info/gnd/4403192-0,Halogenstyrole,Estirenos halogenados
https://d-nb.info/gnd/4158910-5,Halogensulfane,Sulfuros de hidrógeno halogenados
https://d-nb.info/gnd/4431866-2,Halogensulfition,Sulfitiones halogenados
https://d-nb.info/gnd/4158911-7,Halogenthiocarbonsäurederivate,Derivados de ácidos tiocarboxílicos halogenados
https://d-nb.info/gnd/4113835-1,Halogentoluole,Tolueno halogenado
https://d-nb.info/gnd/4225988-5,Halogenverbindungen,Compuestos halogenados
https://d-nb.info/gnd/4158913-0,Halogenwasserstoffe,Haluros de hidrógeno
https://d-nb.info/gnd/4568051-6,Halogeton glomeratus,Halogeton glomeratus
https://d-nb.info/gnd/4680678-7,Halohydrine,Halohidrinas
https://d-nb.info/gnd/4137466-6,Halokinese,Halocinesis
https://d-nb.info/gnd/4297523-2,Halomonas,Halomonas
https://d-nb.info/gnd/4593103-3,Halomonas desiderata,Halomonas desiderata
https://d-nb.info/gnd/4397181-7,Halomonas elongata,Halomonas elongata
https://d-nb.info/gnd/4158914-2,Halone,Halones
https://d-nb.info/gnd/4158915-4,Haloniumverbindungen,Compuestos de halonio
https://d-nb.info/gnd/4125581-1,Haloperidol,Haloperidol
https://d-nb.info/gnd/4474217-4,Haloperoxidasen,Haloperoxidasas
https://d-nb.info/gnd/4323537-2,Halophile Bakterien,Bacterias halófilas
https://d-nb.info/gnd/4214550-8,Halophiler Mikroorganismus,Microorganismo halófilo
https://d-nb.info/gnd/4484035-4,Halophilie,Halofilia
https://d-nb.info/gnd/4158916-6,Halophyten,Halófitas
https://d-nb.info/gnd/4377660-7,Halophytenanbau,Cultivo de halófitas
https://d-nb.info/gnd/4226308-6,Halopopulation,Halopoblación
https://d-nb.info/gnd/4536737-1,Halopterididae,Halopterididae
https://d-nb.info/gnd/4289796-8,Halorhodopsin,Halorodopsina
https://d-nb.info/gnd/4502775-4,Halorubrum vacuolatum,Halorubrum vacuolatum
https://d-nb.info/gnd/4353221-4,Halothamnus,Halothamnus
https://d-nb.info/gnd/4158919-1,Halothan,Halotano
https://d-nb.info/gnd/4279722-6,Halothangenotyp,Genotipo del halotano
https://d-nb.info/gnd/4396991-4,Halothanradikal,Radical del halotano
https://d-nb.info/gnd/4158922-1,Halothantest,Prueba del halotano
https://d-nb.info/gnd/1032531479,Halotrichit,Halotriquita
https://d-nb.info/gnd/4158924-5,Hals,Cuello
https://d-nb.info/gnd/7670553-5,Hals <Musikinstrument>,Cuello
https://d-nb.info/gnd/1245945009,Hals <Wort>,Cuello
https://d-nb.info/gnd/4304324-0,Hals-Nasen-Ohren-Arzt,Otorrinolaringólogo
https://d-nb.info/gnd/7550577-0,Hals-Nasen-Ohren-Ärztin,Otorrinolaringóloga
https://d-nb.info/gnd/4158930-0,Hals-Nasen-Ohren-Chirurgie,Cirugía otorrinolaringológica
https://d-nb.info/gnd/4023088-0,Hals-Nasen-Ohren-Heilkunde,Otorrinolaringología
https://d-nb.info/gnd/4337411-6,Hals-Nasen-Ohren-Klinik,Clínica de otorrinolaringología
https://d-nb.info/gnd/4023089-2,Hals-Nasen-Ohren-Krankheit,Enfermedad otorrinolaringológica
https://d-nb.info/gnd/4158931-2,Hals-Nasen-Ohren-Tumor,Tumor otorrinolaringológico
https://d-nb.info/gnd/7666771-6,Halsband,Collar
https://d-nb.info/gnd/7695952-1,Halsband <Motiv>,Collar
https://d-nb.info/gnd/4313447-6,Halsband-Anemonenfisch,Pez payaso de collar
https://d-nb.info/gnd/4158925-7,Halsbandaffäre,Afro de collar
https://d-nb.info/gnd/4363992-6,Halsbandeidechse,Lagartija de collar
https://d-nb.info/gnd/1333855907,Halsbandlemminge,Lemings de collar
https://d-nb.info/gnd/4565343-4,Halsbandmangabe,Mangabey de collar
https://d-nb.info/gnd/4158926-9,Halsbandpekari,Pecarí de collar
https://d-nb.info/gnd/4254579-1,Halsbandschnäpper,Papamoscas de collar
https://d-nb.info/gnd/4158927-0,Halschirurgie,Cirugía del cuello
https://d-nb.info/gnd/4259654-3,Halsdissektion,Disección del cuello
https://d-nb.info/gnd/4301788-5,Halse,Cuello
https://d-nb.info/gnd/1168864828,Halsgeige,Violín de cuello
https://d-nb.info/gnd/4245133-4,Halsgerichtsordnung,Ordenanza de los tribunales de cuello
https://d-nb.info/gnd/7573648-2,Halshenkelamphora,Ánfora de cuello con asas
https://d-nb.info/gnd/4023083-1,Halskette,Collar
https://d-nb.info/gnd/4113836-3,Halskrankheit,Enfermedad del cuello
https://d-nb.info/gnd/7695947-8,Halskrause,Collarín cervical
https://d-nb.info/gnd/7839610-4,Halskrause <Motiv>,Collarín cervical
https://d-nb.info/gnd/7780602-5,Halskrausen-Erdstern,Geastro de collar
https://d-nb.info/gnd/4158928-2,Halslösung,Disolución del cuello
https://d-nb.info/gnd/4549483-6,Halslösungsrätsel,Acertijo de la disolución del cuello
https://d-nb.info/gnd/4374121-6,Halsmuskulatur,Musculatura del cuello
https://d-nb.info/gnd/4211627-2,Halsplastik,Cirugía plástica del cuello
https://d-nb.info/gnd/4113837-5,Halsregion,Región cervical
https://d-nb.info/gnd/4158932-4,Halsring,Anillo cervical
https://d-nb.info/gnd/4824298-6,Halsschmerz,Dolor de garganta
https://d-nb.info/gnd/4158933-6,Halsschmuck,joyería para el cuello
https://d-nb.info/gnd/4333882-3,Halsstellreflex,reflejo tónico cervical
https://d-nb.info/gnd/4255073-7,Halstuch,pañuelo para el cuello
https://d-nb.info/gnd/4657288-0,Halsuhr,reloj de collar
https://d-nb.info/gnd/4158934-8,Halsverletzung,lesión cervical
https://d-nb.info/gnd/1310533652,Halswirbel,vértebra cervical
https://d-nb.info/gnd/4023095-8,Halswirbelsäule,columna cervical
https://d-nb.info/gnd/4023097-1,Halswirbelsäulenkrankheit,enfermedad de la columna cervical
https://d-nb.info/gnd/4129197-9,Halswirbelsäulenverletzung,lesión de la columna cervical
https://d-nb.info/gnd/4131479-7,halt,parada
https://d-nb.info/gnd/4220913-4,Haltbarkeit,durabilidad
https://d-nb.info/gnd/4696531-2,Haltebucht,apartadero
https://d-nb.info/gnd/4579139-9,Haltedruckhöhe,altura de presión de mantenimiento
https://d-nb.info/gnd/4247732-3,Halteproblem,problema de sujeción
https://d-nb.info/gnd/4290413-4,Haltepumpe,bomba de mantenimiento
https://d-nb.info/gnd/4324686-2,Halterhaftung,responsabilidad del titular
https://d-nb.info/gnd/7768465-5,Haltern / Aufstand <1774>,Haltern / levantamiento
https://d-nb.info/gnd/4408409-2,Haltern / Jubiläum <1989>,Haltern / aniversario
https://d-nb.info/gnd/4113839-9,Halterner Schichten,estratos de Haltern
https://d-nb.info/gnd/4529313-2,Halterung,soporte
https://d-nb.info/gnd/4158936-1,Haltestelle,parada de transporte
https://d-nb.info/gnd/4158937-3,Halteverbot,prohibición de detenerse
https://d-nb.info/gnd/1126992895,Halticus luteicollis,Halticus luteicollis
https://d-nb.info/gnd/7718406-3,Halton-Folge,sucesión de Halton
https://d-nb.info/gnd/4133195-3,Haltung,postura
https://d-nb.info/gnd/4512698-7,Haltung <Motiv>,postura
https://d-nb.info/gnd/1150339284,Haltung <Philosophie>,postura
https://d-nb.info/gnd/4158938-5,Haltungserziehung,educación postural
https://d-nb.info/gnd/4158939-7,Haltungsfehler,defecto postural
https://d-nb.info/gnd/4214438-3,Haltungsreflex,reflejo postural
https://d-nb.info/gnd/4023106-9,Haltungsschaden,daño postural
https://d-nb.info/gnd/4245659-9,Haltungsstörung,trastorno postural
https://d-nb.info/gnd/4541437-3,Haltungssystem,sistema postural
https://d-nb.info/gnd/1380343585,Halunder Jet <2018>,Halunder Jet
https://d-nb.info/gnd/4463783-4,Halyna <Personenname>,Halyna
https://d-nb.info/gnd/4733841-6,Hama <Motiv>,Hama
https://d-nb.info/gnd/4781347-7,Hamadscha,Hamadscha
https://d-nb.info/gnd/4323533-5,Hamamelidae,Hamamelidae
https://d-nb.info/gnd/4278731-2,Hamamelididae,Hamamelididae
https://d-nb.info/gnd/4158940-3,Hamamelose,hamamelosis
https://d-nb.info/gnd/7737173-2,Hamantash,hamantash
https://d-nb.info/gnd/4023112-4,Hamar <Volk>,Hamar
https://d-nb.info/gnd/4137973-1,hamartia,hamartia
https://d-nb.info/gnd/4259643-9,Hamartom,hamartoma
https://d-nb.info/gnd/1351964240,hamartōlos,hamartōlos
https://d-nb.info/gnd/4289890-0,Hamasa,Hamasa
https://d-nb.info/gnd/4513066-8,Hamatsa,Hamatsa
https://d-nb.info/gnd/4127289-4,Hambacher Fest,Fiesta de Hambach
https://d-nb.info/gnd/4565832-8,Hambacher Fest <Motiv>,Fiesta de Hambach
https://d-nb.info/gnd/4703071-9,Hamburg / Hafen / Jubiläum <1989>,Hamburgo / puerto / aniversario
https://d-nb.info/gnd/4217976-2,Hamburg / Hafen <Motiv>,Hamburgo / puerto
https://d-nb.info/gnd/4545972-1,Hamburg / Speicherstadt <Motiv>,Hamburgo / Speicherstadt
https://d-nb.info/gnd/4028114-0,Hamburg / Weltpostkongress <Motiv>,Hamburgo / Congreso Postal Mundial
https://d-nb.info/gnd/4126062-4,Hamburg <Motiv>,Hamburgo
https://d-nb.info/gnd/4792561-9,"Hamburg <Schiff, 1903-1931>",Hamburgo
https://d-nb.info/gnd/4329899-0,"Hamburg <Schiff, Schiffsname>",Hamburgo
https://d-nb.info/gnd/1387995065,Hamburg Express,Hamburg Express
https://d-nb.info/gnd/1327476827,Hamburg Pilot 1,Hamburg Pilot 1
https://d-nb.info/gnd/1365599914,Hamburg Pilot 3,Hamburg Pilot 3
https://d-nb.info/gnd/4193898-7,Hamburg- Sankt Pauli <Motiv>,Hamburgo-Sankt Pauli
https://d-nb.info/gnd/4683782-6,Hamburg-Blankenese <Motiv>,Hamburgo-Blankenese
https://d-nb.info/gnd/4427054-9,Hamburg-Finkenwerder <Motiv>,Hamburgo-Finkenwerder
https://d-nb.info/gnd/4439863-3,Hamburg-Harburg <Motiv>,Hamburgo-Harburg
https://d-nb.info/gnd/4717997-1,Hamburg-Klasse,clase Hamburgo
https://d-nb.info/gnd/4224652-0,"Hamburg-Neumühlen, Motiv","Hamburgo-Neumühlen, motivo"
https://d-nb.info/gnd/4224647-7,Hamburg-Övelgönne <Motiv>,Hamburgo-Övelgönne
https://d-nb.info/gnd/4158950-6,Hamburger <Speise>,hamburgués
https://d-nb.info/gnd/4158944-0,Hamburger Aufstand,levantamiento de Hamburgo
https://d-nb.info/gnd/1365587029,Hamburger Aufstand <Motiv>,levantamiento de Hamburgo
https://d-nb.info/gnd/1193943191,Hamburger Bild,imagen de Hamburgo
https://d-nb.info/gnd/7646227-4,Hamburger Druckschrift,letra de imprenta de Hamburgo
https://d-nb.info/gnd/7647352-1,Hamburger Fraktur,fraktur de Hamburgo
https://d-nb.info/gnd/4474679-9,Hamburger Gruppe,grupo de Hamburgo
https://d-nb.info/gnd/4409859-5,Hamburger Huhn,pollo de Hamburgo
https://d-nb.info/gnd/4158948-8,Hamburger Kultur,cultura de Hamburgo
https://d-nb.info/gnd/1208719068,Hamburger Leserpreis,premio de lectores de Hamburgo
https://d-nb.info/gnd/1334087156,Hamburger Matrikelportal,portal de matrículas de Hamburgo
https://d-nb.info/gnd/1340367955,Hamburger Mehrsprachenturnier,torneo multilingüe de Hamburgo
https://d-nb.info/gnd/4662258-5,Hamburger Notationssystem für Gebärdensprachen,sistema de notación de Hamburgo para lenguas de signos
https://d-nb.info/gnd/1338996819,Hamburger Römisch,romano de Hamburgo
https://d-nb.info/gnd/4296119-1,Hamburger Schule,escuela de Hamburgo
https://d-nb.info/gnd/1236699785,Hamburger Schule <Popmusik>,escuela de Hamburgo
https://d-nb.info/gnd/4826047-2,Hamburger Stadtpostmarke,sello de correo urbano de Hamburgo
https://d-nb.info/gnd/7559791-3,Hamburger Strahlenskandal,escándalo de radiación de Hamburgo
https://d-nb.info/gnd/137324660X,Hamburger Wissenschaftspreis,Premio de Ciencias de Hamburgo
https://d-nb.info/gnd/1372413715,HamburgWissen Digital,HamburgWissen Digital
https://d-nb.info/gnd/4679450-5,Hamel / Schlacht,Hamel / batalla
https://d-nb.info/gnd/7670436-1,Hameln <Motiv>,Hameln
